Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,8.84,9.414399999999999,0.34709156399574853,8.24-9.44
0.002,2.2475,6.09,1.8619000000000014,0.22405822096835257,5.82-6.36
0.002,2.495,5.31,0.3539,0.11203294702625875,5.19-5.43
0.002,2.7425,5.19,0.3339000000000002,0.11133734268357358,5.08-5.3
0.002,2.99,5.09,0.0819,0.05622431442536026,5.03-5.15
0.15615,2.0,746.84,10043.294400000002,0.13418702560815313,727.2-766.48
0.15615,2.2475,287.94,5965.976400000002,0.2682494036894786,272.8-303.08
0.15615,2.495,78.22,1075.0915999999997,0.41918421731857036,71.79-84.65
0.15615,2.7425,30.3,181.29000000000005,0.444369554408866,27.66-32.94
0.15615,2.99,19.71,64.4859,0.4074232027634695,18.14-21.28
0.3103,2.0,1324.92,16001.093600000004,0.09547401289619957,1300.13-1349.71
0.3103,2.2475,672.64,10102.9504,0.14943124691961207,652.94-692.34
0.3103,2.495,214.61,4861.797900000002,0.3248990910128225,200.94-228.28
0.3103,2.7425,72.31,864.2738999999998,0.40656251801713533,66.55-78.07
0.3103,2.99,34.7,161.27000000000007,0.3659715439197172,32.21-37.19
0.46445,2.0,1782.61,29370.6779,0.09613923162362754,1749.02-1816.2
0.46445,2.2475,1005.62,16256.695599999995,0.12678919217895995,980.63-1030.61
0.46445,2.495,411.45,10284.847499999994,0.24648010005149795,391.57-431.33
0.46445,2.7425,113.47,2404.6290999999997,0.43215843526865794,103.86-123.08
0.46445,2.99,51.22,322.7515999999999,0.3507475352126843,47.7-54.74
0.6186,2.0,2185.43,29246.8851,0.07825334466397939,2151.91-2218.95
0.6186,2.2475,1286.98,16135.619600000002,0.09870088015654138,1262.08-1311.88
0.6186,2.495,590.77,12098.91710000001,0.18618934207413557,569.21-612.33
0.6186,2.7425,175.41,4477.0019,0.381451468168139,162.3-188.52
0.6186,2.99,67.76,579.8024,0.35535841737610674,63.04-72.48
