Beta,Alpha,Average_FinalTime
0.002,2.0,4.0584810256952
0.002,2.2475,3.038665232821941
0.002,2.495,2.5254702267143596
0.002,2.7425,2.39573126531746
0.002,2.99,2.47744665140029
0.15615,2.0,10.632990045175907
0.15615,2.2475,11.163890618995895
0.15615,2.495,9.562024013537101
0.15615,2.7425,6.546327870385403
0.15615,2.99,5.265271683453702
0.3103,2.0,9.784540157000198
0.3103,2.2475,11.457923184700803
0.3103,2.495,11.387132223195703
0.3103,2.7425,8.324360583324502
0.3103,2.99,6.4751731183154
0.46445,2.0,10.111638312555595
0.46445,2.2475,10.3256029397763
0.46445,2.495,11.106517572913802
0.46445,2.7425,9.968492314643703
0.46445,2.99,6.6152616838031015
0.6186,2.0,10.041380115962198
0.6186,2.2475,10.602019831695998
0.6186,2.495,10.618252531216502
0.6186,2.7425,10.3193512172
0.6186,2.99,7.726988114541903
