Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,3.126595587682831,1.7225489169255894,0.41977258451436017,2.87-3.38
0.002,2.2475,3.0979079955306905,1.6628418631066006,0.4162526000434214,2.85-3.35
0.002,2.495,2.8506564330143003,1.694489569011316,0.4566406519400094,2.6-3.11
0.002,2.7425,2.8657129995116204,1.6622698906885938,0.44990215712144693,2.61-3.12
0.002,2.99,3.0442923605458,1.576840664174024,0.4124844184159747,2.8-3.29
0.15615,2.0,8.215583235937302,21.518695522661076,0.5646373077258972,7.31-9.12
0.15615,2.2475,7.305724489062802,28.016867736202794,0.7245135292660108,6.27-8.34
0.15615,2.495,5.0545103222974,13.086474066990148,0.7157020095751683,4.35-5.76
0.15615,2.7425,3.6988631943075383,3.2414278905677154,0.4867432229851356,3.35-4.05
0.15615,2.99,3.545766683884899,3.5247430357946037,0.5294848953914515,3.18-3.91
0.3103,2.0,9.6006969154716,12.608147265384737,0.36984766123423607,8.9-10.3
0.3103,2.2475,9.22586842316,19.552810392747062,0.4792888633115609,8.36-10.09
0.3103,2.495,8.645551678466203,29.16548917903708,0.6246574463088016,7.59-9.7
0.3103,2.7425,5.604873489683073,13.926962332504502,0.6658285083431986,4.87-6.34
0.3103,2.99,4.619144637800401,6.574343766455935,0.5550915844794394,4.12-5.12
0.46445,2.0,10.410578771504802,5.845256957646492,0.23223460245570893,9.94-10.88
0.46445,2.2475,9.96427927762068,11.380473094893034,0.33855892481640026,9.3-10.63
0.46445,2.495,10.628660532475504,18.031593643187758,0.39951999485983875,9.8-11.46
0.46445,2.7425,7.441929288705296,16.73169855785168,0.5496477780364531,6.64-8.24
0.46445,2.99,5.9945325814844015,6.5827702396010945,0.4280051783680992,5.49-6.5
0.6186,2.0,10.236074970827099,2.15886384907498,0.14354205812503504,9.95-10.52
0.6186,2.2475,10.327897722956296,4.231711814560499,0.19918017679570232,9.92-10.73
0.6186,2.495,10.919380193810603,12.947789527644254,0.329533694912319,10.21-11.62
0.6186,2.7425,9.459010549842327,22.21846815426662,0.49832347550715034,8.54-10.38
0.6186,2.99,6.212546701955002,7.441919905607366,0.4391094962087391,5.68-6.75
