Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,10.05,0.1274999999999995,0.03552949466936734,9.98-10.12
0.002,2.2475,10.01,0.009899999999999994,0.009939934436629567,9.99-10.03
0.002,2.495,10.0,0.0,0.0,10.0-10.0
0.002,2.7425,10.03,0.04909999999999989,0.022092243076929526,9.99-10.07
0.002,2.99,10.0,0.0,0.0,10.0-10.0
0.15615,2.0,1236.66,1004477.1044000008,0.8104378343564125,1040.22-1433.1
0.15615,2.2475,456.67,264410.08109999995,1.1259951560809538,355.89-557.45
0.15615,2.495,61.01,13509.729900000002,1.9051198765361654,38.23-83.79
0.15615,2.7425,14.81,65.81389999999996,0.5477769517915114,13.22-16.4
0.15615,2.99,13.31,21.773900000000015,0.35058235702325286,12.4-14.22
0.3103,2.0,2712.58,1380262.7435999995,0.4331101159144788,2482.31-2942.85
0.3103,2.2475,1420.24,808517.3424000001,0.633115476296196,1244.0-1596.48
0.3103,2.495,469.03,192128.94909999994,0.9345354533031506,383.12-554.94
0.3103,2.7425,57.95,7435.287499999998,1.4879743427959087,41.05-74.85
0.3103,2.99,24.95,454.8474999999999,0.8547957536268839,20.77-29.13
0.46445,2.0,3854.22,892979.7316,0.24517958190297093,3669.0-4039.44
0.46445,2.2475,2232.55,997078.1075000002,0.4472634364319181,2036.84-2428.26
0.46445,2.495,1022.99,347985.3698999999,0.5766457617852514,907.37-1138.61
0.46445,2.7425,172.55,48505.86750000002,1.276386418574865,129.38-215.72
0.46445,2.99,48.21,1867.0659000000003,0.8962779085341335,39.74-56.68
0.6186,2.0,4707.73,392847.1371,0.13313745449382652,4584.88-4830.58
0.6186,2.2475,3106.92,566660.6336000001,0.24228774653617763,2959.38-3254.46
0.6186,2.495,1528.75,421315.4275,0.4245875066512479,1401.53-1655.97
0.6186,2.7425,389.11,121260.87789999999,0.8949277230947439,320.86-457.36
0.6186,2.99,72.44,6606.806400000002,1.1220632764771326,56.51-88.37
