Beta,Alpha,Iter,MaxInf,EventInf,Time_Fin
0.002,2.0,0,10,10,3.13766585587
0.002,2.0,1,10,10,1.71406385624
0.002,2.0,10,10,10,2.7267575451200003
0.002,2.0,11,10,10,6.2908270559899995
0.002,2.0,12,10,10,3.7142339002
0.002,2.0,13,10,10,3.2201180122500004
0.002,2.0,14,10,10,4.04923512194
0.002,2.0,15,10,10,4.27564599635
0.002,2.0,16,10,10,3.15882738497
0.002,2.0,17,10,10,3.4206007744
0.002,2.0,18,10,10,2.43978283898
0.002,2.0,19,10,10,2.00022538464
0.002,2.0,2,10,10,3.29067219813
0.002,2.0,20,10,10,1.83864972988
0.002,2.0,21,10,13,4.8355095202800005
0.002,2.0,22,10,10,2.60319308338
0.002,2.0,23,10,10,2.04093387516
0.002,2.0,24,10,10,2.18746652522
0.002,2.0,25,10,10,3.0025774512199996
0.002,2.0,26,10,10,1.95770970347
0.002,2.0,27,10,10,2.50734778363
0.002,2.0,28,10,10,2.40469444948
0.002,2.0,29,10,10,4.75816069687
0.002,2.0,3,10,10,2.75975961434
0.002,2.0,30,10,10,2.06633061927
0.002,2.0,31,10,10,1.58436749028
0.002,2.0,32,10,10,1.61425795618
0.002,2.0,33,10,10,2.8316133423000003
0.002,2.0,34,10,10,3.37876557427
0.002,2.0,35,10,10,4.24292885248
0.002,2.0,36,10,10,2.56506880243
0.002,2.0,37,10,10,2.12467677884
0.002,2.0,38,10,10,2.0145777726400005
0.002,2.0,39,10,10,0.922103555139
0.002,2.0,4,10,10,3.7394224521
0.002,2.0,40,10,10,4.24920273706
0.002,2.0,41,10,10,2.21565410223
0.002,2.0,42,10,10,2.31348468404
0.002,2.0,43,10,10,1.32477124269
0.002,2.0,44,10,10,1.0911933335500001
0.002,2.0,45,10,10,2.7150946961799995
0.002,2.0,46,10,10,4.96733962703
0.002,2.0,47,10,10,5.02404218554
0.002,2.0,48,10,10,2.0672735213299998
0.002,2.0,49,10,10,2.91247286108
0.002,2.0,5,10,10,1.82782498749
0.002,2.0,50,10,10,6.103261197819999
0.002,2.0,51,10,10,4.1021359978
0.002,2.0,52,10,12,2.98497192105
0.002,2.0,53,10,10,6.103261197819999
0.002,2.0,54,10,10,6.103261197819999
0.002,2.0,55,10,10,2.4285597875200002
0.002,2.0,56,10,10,6.103261197819999
0.002,2.0,57,10,10,4.40151151783
0.002,2.0,58,10,10,6.103261197819999
0.002,2.0,59,10,10,6.103261197819999
0.002,2.0,6,10,10,2.81588034582
0.002,2.0,60,10,10,3.79658254861
0.002,2.0,61,10,10,3.79658254861
0.002,2.0,62,10,10,4.07229136493
0.002,2.0,63,10,10,4.74010674972
0.002,2.0,64,10,10,1.69775494867
0.002,2.0,65,10,10,1.6246222471599998
0.002,2.0,66,10,10,1.77387463635
0.002,2.0,67,10,10,2.62400246806
0.002,2.0,68,10,10,4.8688261952900005
0.002,2.0,69,10,10,3.6853547915099996
0.002,2.0,7,10,10,3.5791035388
0.002,2.0,70,10,10,3.27475015561
0.002,2.0,71,10,10,2.66957756371
0.002,2.0,72,10,10,3.8699009821599994
0.002,2.0,73,10,10,3.19052866107
0.002,2.0,74,10,10,3.72896648866
0.002,2.0,75,10,10,1.84271059279
0.002,2.0,76,10,10,2.78848381655
0.002,2.0,77,10,10,4.09359777638
0.002,2.0,78,10,10,3.00124594739
0.002,2.0,79,10,10,2.5577498870900004
0.002,2.0,8,10,10,1.23247488059
0.002,2.0,80,10,10,2.22449682633
0.002,2.0,81,10,10,2.08560485625
0.002,2.0,82,10,10,2.131510449
0.002,2.0,83,10,10,2.4973819560900004
0.002,2.0,84,10,10,3.52816443133
0.002,2.0,85,10,10,2.7964799215099996
0.002,2.0,86,10,10,2.9102966657200002
0.002,2.0,87,10,10,2.9477773752
0.002,2.0,88,10,10,2.18616020254
0.002,2.0,89,10,10,1.25228525762
0.002,2.0,9,10,10,2.95470543332
0.002,2.0,90,10,10,4.62033058108
0.002,2.0,91,10,10,3.5957875126699994
0.002,2.0,92,10,10,3.9309484820800003
0.002,2.0,93,10,10,0.907844695354
0.002,2.0,94,10,10,2.71433536093
0.002,2.0,95,10,10,2.11026852498
0.002,2.0,96,10,10,1.6401555037900002
0.002,2.0,97,10,10,2.82154118805
0.002,2.0,98,10,10,6.31327691767
0.002,2.0,99,10,10,2.50136554796
0.002,2.2475,0,10,10,2.26620203623
0.002,2.2475,1,10,10,1.62101824826
0.002,2.2475,10,10,10,2.55600405314
0.002,2.2475,11,10,10,1.5024432732
0.002,2.2475,12,10,10,4.80036276101
0.002,2.2475,13,10,10,2.55440181973
0.002,2.2475,14,10,10,4.1985731969
