Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,10.15,0.4475000000000005,0.0659068382278801,10.02-10.28
0.002,2.2475,10.05,0.0675000000000002,0.025851504590580294,10.0-10.1
0.002,2.495,10.03,0.029100000000000122,0.01700769901219543,10.0-10.06
0.002,2.7425,10.04,0.038399999999999934,0.019517846556041246,10.0-10.08
0.002,2.99,10.06,0.05640000000000013,0.02360704192254062,10.01-10.11
0.15615,2.0,1797.84,530602.8144,0.40516669219790363,1655.07-1940.61
0.15615,2.2475,548.61,282198.79789999983,0.968308758442338,444.49-652.73
0.15615,2.495,74.78,16595.151599999997,1.7226821403067554,49.53-100.03
0.15615,2.7425,16.6,94.56000000000002,0.5857949774044924,14.69-18.51
0.15615,2.99,15.49,48.94989999999998,0.4516733707796527,14.12-16.86
0.3103,2.0,3139.65,407765.7274999998,0.2033874370270136,3014.49-3264.81
0.3103,2.2475,1728.16,455155.61439999996,0.3903875899039017,1595.93-1860.39
0.3103,2.495,566.49,172170.90990000006,0.7324662855252204,485.16-647.82
0.3103,2.7425,80.52,9898.149599999999,1.2355867444890205,61.02-100.02
0.3103,2.99,29.21,496.92589999999996,0.7631576456017171,24.84-33.58
0.46445,2.0,4099.63,307082.8730999999,0.13517087810969836,3991.02-4208.24
0.46445,2.2475,2510.58,380608.8836000001,0.2457340823374253,2389.66-2631.5
0.46445,2.495,1093.1,227207.81,0.43606550539760924,999.67-1186.53
0.46445,2.7425,192.15,45548.24750000001,1.1106966120037483,150.32-233.98
0.46445,2.99,60.55,2825.1675000000014,0.8778250164784769,50.13-70.97
0.6186,2.0,4716.8,154603.72000000003,0.08336092170769346,4639.73-4793.87
0.6186,2.2475,3173.73,264124.9370999999,0.16193276303161014,3073.0-3274.46
0.6186,2.495,1615.92,273087.1335999998,0.3233931103285694,1513.49-1718.35
0.6186,2.7425,439.91,87348.12190000006,0.6718355045636164,381.98-497.84
0.6186,2.99,95.48,7088.789599999997,0.8818071844084923,78.98-111.98
