Beta,Alpha,Iter,MaxInf,EventInf,Time_Fin
0.002,2.0,0,10,10,2.64966314391
0.002,2.0,1,10,10,2.1403800525
0.002,2.0,10,10,10,4.02157791389
0.002,2.0,11,10,10,1.8504118597299999
0.002,2.0,12,10,10,2.33881817928
0.002,2.0,13,10,10,1.6502112426100002
0.002,2.0,14,10,10,4.9340280607
0.002,2.0,15,10,10,3.8589025959400005
0.002,2.0,16,10,10,2.2476214858900003
0.002,2.0,17,10,10,2.06700099712
0.002,2.0,18,10,10,4.16010746316
0.002,2.0,19,10,10,3.4483045742900003
0.002,2.0,2,10,10,2.67479606263
0.002,2.0,20,10,10,2.77256269868
0.002,2.0,21,10,10,2.38776223922
0.002,2.0,22,10,10,1.85119470033
0.002,2.0,23,10,11,2.6806850810799996
0.002,2.0,24,10,10,3.09031961828
0.002,2.0,25,10,10,2.10173674641
0.002,2.0,26,10,10,2.6286152184400002
0.002,2.0,27,10,10,1.71040122997
0.002,2.0,28,10,10,3.58742168056
0.002,2.0,29,11,14,1.3179302821899999
0.002,2.0,3,10,10,5.3391647857999995
0.002,2.0,30,10,10,4.83481266494
0.002,2.0,31,10,10,3.26028942382
0.002,2.0,32,10,10,3.36512978319
0.002,2.0,33,10,10,2.49720432428
0.002,2.0,34,10,10,0.888578582911
0.002,2.0,35,10,10,4.17234938009
0.002,2.0,36,10,10,5.22152724065
0.002,2.0,37,10,11,2.35314386676
0.002,2.0,38,10,10,4.67369621454
0.002,2.0,39,10,11,1.46338633
0.002,2.0,4,10,10,2.9138761568400002
0.002,2.0,40,10,10,4.46662274373
0.002,2.0,41,10,10,1.38710715582
0.002,2.0,42,10,10,4.84358664685
0.002,2.0,43,10,10,1.3824131206499999
0.002,2.0,44,10,10,2.8356540301599997
0.002,2.0,45,10,10,3.1863353381
0.002,2.0,46,10,10,2.6189235785900005
0.002,2.0,47,10,10,3.36282785889
0.002,2.0,48,10,10,3.2833466590200002
0.002,2.0,49,10,10,2.26809622751
0.002,2.0,5,10,10,3.02905920892
0.002,2.0,50,10,10,4.68768739269
0.002,2.0,51,10,10,2.3265094932799997
0.002,2.0,52,10,10,1.59581586687
0.002,2.0,53,10,10,2.5024925884
0.002,2.0,54,10,10,2.6177976248599997
0.002,2.0,55,10,10,6.877765231080001
0.002,2.0,56,10,10,3.6793204046699994
0.002,2.0,57,10,10,3.9779295955
0.002,2.0,58,10,10,2.0614675544799996
0.002,2.0,59,10,10,3.52639443308
0.002,2.0,6,10,10,3.3412562873500002
0.002,2.0,60,10,10,2.1899839217299997
0.002,2.0,61,10,10,2.14395766715
0.002,2.0,62,10,10,1.90178208656
0.002,2.0,63,10,10,1.5943011558899998
0.002,2.0,64,10,10,2.48520399683
0.002,2.0,65,10,10,1.5899258171700001
0.002,2.0,66,10,10,3.8343027964300003
0.002,2.0,67,10,10,2.35301129273
0.002,2.0,68,10,10,2.3451171194200002
0.002,2.0,69,10,10,4.48997089464
0.002,2.0,7,10,10,2.09250831688
0.002,2.0,70,10,10,4.88936149306
0.002,2.0,71,10,10,2.49358730974
0.002,2.0,72,10,10,2.56037337962
0.002,2.0,73,10,11,2.7713073469200005
0.002,2.0,74,10,10,1.7820853720599996
0.002,2.0,75,10,10,1.55787191695
0.002,2.0,76,10,10,1.9224235073299998
0.002,2.0,77,10,10,1.42359119771
0.002,2.0,78,10,10,1.16938818543
0.002,2.0,79,10,10,2.09728570658
0.002,2.0,8,10,10,4.67412168876
0.002,2.0,80,10,10,3.24183111535
0.002,2.0,81,10,10,1.87765813793
0.002,2.0,82,10,10,4.57599736152
0.002,2.0,83,10,10,3.84611704876
0.002,2.0,84,10,10,1.7408675202000001
0.002,2.0,85,10,10,3.28161583322
0.002,2.0,86,10,10,2.60054389808
0.002,2.0,87,10,15,4.54738779692
0.002,2.0,88,10,11,3.11284995532
0.002,2.0,89,10,10,2.93614337602
0.002,2.0,9,10,10,1.6417671831799998
0.002,2.0,90,10,10,2.93101617239
0.002,2.0,91,10,10,2.1996399533599997
0.002,2.0,92,10,10,5.650102954019999
0.002,2.0,93,10,10,4.00186537384
0.002,2.0,94,10,11,2.44036875407
0.002,2.0,95,10,10,1.8130664242200003
0.002,2.0,96,10,10,1.91151374648
0.002,2.0,97,10,10,2.15395068307
0.002,2.0,98,10,10,3.6274778972500004
0.002,2.0,99,10,10,4.10783540711
0.002,2.2475,0,10,10,3.6550691985300006
0.002,2.2475,1,10,10,1.02532136305
0.002,2.2475,10,10,10,8.18200889803
0.002,2.2475,11,10,10,4.589996451499999
0.002,2.2475,12,10,10,3.10536526686
0.002,2.2475,13,10,10,2.30375160247
0.002,2.2475,14,10,10,2.02559511042
0.002,2.2475,15,10,10,2.67729696062
0.002,2.2475,16,10,10,3.2905671148
0.002,2.2475,17,10,10,1.7665079785900002
0.002,2.2475,18,10,10,3.97614249679
0.002,2.2475,19,10,10,2.0510955932700004
0.002,2.2475,2,10,10,2.09458181465
0.002,2.2475,20,10,10,4.820055550369999
0.002,2.2475,21,10,10,4.781963692480001
0.002,2.2475,22,10,10,5.37974906006
0.002,2.2475,23,10,10,4.032368700809999
0.002,2.2475,24,10,10,2.8565493749699997
0.002,2.2475,25,10,10,2.7847603907300003
0.002,2.2475,26,11,12,3.71691140253
0.002,2.2475,27,10,10,3.07652632765
0.002,2.2475,28,10,10,4.99809797017
0.002,2.2475,29,10,10,3.30359856645
0.002,2.2475,3,10,10,1.6184480893200002
0.002,2.2475,30,10,10,1.26663079043
0.002,2.2475,31,10,10,3.6070022670599995
0.002,2.2475,32,10,10,3.01157759134
0.002,2.2475,33,10,10,3.6985532017300002
0.002,2.2475,34,10,10,2.0703723463099997
0.002,2.2475,35,10,10,3.75603129385
0.002,2.2475,36,10,11,4.89706001536
0.002,2.2475,37,10,10,4.6607438625099995
0.002,2.2475,38,10,10,5.137613023409999
0.002,2.2475,39,10,10,1.37836683996
0.002,2.2475,4,10,10,3.4887485528099997
0.002,2.2475,40,10,11,2.1309041352
0.002,2.2475,41,10,10,2.51017327254
0.002,2.2475,42,10,10,2.0905305692400002
0.002,2.2475,43,10,10,4.41804363666
0.002,2.2475,44,10,10,2.14670858834
0.002,2.2475,45,10,10,2.39794165174
0.002,2.2475,46,10,10,2.77703325204
0.002,2.2475,47,10,10,2.11840035428
0.002,2.2475,48,10,10,3.9133198397800006
0.002,2.2475,49,10,10,1.35582158053
0.002,2.2475,5,10,10,7.4638107828899996
0.002,2.2475,50,10,10,1.2494656211700002
0.002,2.2475,51,10,10,1.9356203305900002
0.002,2.2475,52,10,10,3.02662917078
0.002,2.2475,53,10,10,3.5893926370199996
0.002,2.2475,54,10,10,1.89057596357
0.002,2.2475,55,10,10,3.4771378847199994
0.002,2.2475,56,10,10,2.8272008771599997
0.002,2.2475,57,10,10,2.48290005029
0.002,2.2475,58,10,10,2.75074351106
0.002,2.2475,59,10,10,1.3284771525799999
0.002,2.2475,6,10,10,2.93678962505
0.002,2.2475,60,10,11,1.89828588431
0.002,2.2475,61,10,10,2.8875092351599996
0.002,2.2475,62,10,10,1.5913626674599999
0.002,2.2475,63,10,10,1.62536543419
0.002,2.2475,64,10,10,2.8686360625700003
0.002,2.2475,65,10,10,1.63111522996
0.002,2.2475,66,10,10,2.03437036737
0.002,2.2475,67,10,10,2.2300754216799996
0.002,2.2475,68,10,10,4.23586654005
0.002,2.2475,69,10,10,2.10511980954
0.002,2.2475,7,10,10,3.28501417788
0.002,2.2475,70,10,10,2.7278223873000003
0.002,2.2475,71,10,10,3.33200743506
0.002,2.2475,72,10,10,2.6914259358599995
0.002,2.2475,73,10,10,2.17929376159
0.002,2.2475,74,10,10,4.441393235930001
0.002,2.2475,75,10,10,1.41075445004
0.002,2.2475,76,10,10,2.57904526526
0.002,2.2475,77,10,10,0.661032961771
0.002,2.2475,78,10,10,2.31357570686
0.002,2.2475,79,10,10,4.94074303791
0.002,2.2475,8,10,10,2.2546068684900002
0.002,2.2475,80,10,10,2.1555926279700004
0.002,2.2475,81,10,10,3.17921216766
0.002,2.2475,82,10,10,4.54177682145
0.002,2.2475,83,10,10,4.52364923597
0.002,2.2475,84,10,10,2.16497417043
0.002,2.2475,85,10,10,2.55982880038
0.002,2.2475,86,10,10,3.80909843899
0.002,2.2475,87,10,10,3.4401981227599996
0.002,2.2475,88,10,10,3.7229539871099995
0.002,2.2475,89,10,10,3.5737501948800006
0.002,2.2475,9,10,10,3.28934496214
0.002,2.2475,90,10,10,2.2507060983300002
0.002,2.2475,91,10,10,3.8672011572900002
0.002,2.2475,92,10,10,3.06913748676
0.002,2.2475,93,10,10,4.10162351495
0.002,2.2475,94,10,10,2.1943003780200003
0.002,2.2475,95,10,10,2.5582886506499998
0.002,2.2475,96,10,10,3.09168532785
0.002,2.2475,97,10,10,4.270210695299999
0.002,2.2475,98,10,10,1.34198665321
0.002,2.2475,99,10,10,2.72870965415
0.002,2.495,0,10,10,1.7213211415
0.002,2.495,1,10,10,3.4998435303099997
0.002,2.495,10,10,10,3.6108673377
0.002,2.495,11,10,11,2.6045929558400003
0.002,2.495,12,10,10,1.3771318074799999
0.002,2.495,13,10,10,2.4715497969699998
0.002,2.495,14,10,10,5.619416138509999
0.002,2.495,15,10,10,5.835955194049999
