Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,10.06,0.11640000000000011,0.0339139604557296,9.99-10.13
0.002,2.2475,10.02,0.01959999999999999,0.013972055888223549,9.99-10.05
0.002,2.495,10.0,0.0,0.0,10.0-10.0
0.002,2.7425,10.02,0.019599999999999982,0.013972055888223546,9.99-10.05
0.002,2.99,10.0,0.0,0.0,10.0-10.0
0.15615,2.0,778.24,16234.762400000007,0.16372289658463424,753.27-803.21
0.15615,2.2475,232.0,19944.36,0.6087263022560008,204.32-259.68
0.15615,2.495,27.4,1045.9799999999996,1.1803508780988101,21.06-33.74
0.15615,2.7425,11.93,18.84509999999999,0.3638804972404048,11.08-12.78
0.15615,2.99,10.79,2.8259000000000025,0.15579623206018645,10.46-11.12
0.3103,2.0,1334.74,18897.152400000006,0.10299152931467988,1307.8-1361.68
0.3103,2.2475,635.16,43016.51439999998,0.3265385563717353,594.51-675.81
0.3103,2.495,140.2,12923.04,0.8108384423113869,117.92-162.48
0.3103,2.7425,23.02,483.5796000000005,0.9552755594650831,18.71-27.33
0.3103,2.99,12.48,20.689599999999988,0.3644697272984797,11.59-13.37
0.46445,2.0,1792.49,30285.469900000004,0.09708685137922418,1758.38-1826.6
0.46445,2.2475,1041.53,18809.369099999996,0.13167863944842398,1014.65-1068.41
0.46445,2.495,345.63,25120.773099999988,0.4585693977403231,314.56-376.7
0.46445,2.7425,62.75,3913.5475,0.9969458607114509,50.49-75.01
0.46445,2.99,18.26,196.15239999999997,0.7670011938405918,15.51-21.01
0.6186,2.0,2209.16,32865.5944,0.08206227912741652,2173.63-2244.69
0.6186,2.2475,1323.1,21333.98999999999,0.11039346730814677,1294.47-1351.73
0.6186,2.495,551.46,23874.008400000002,0.2801874344976241,521.18-581.74
0.6186,2.7425,115.54,7642.508400000001,0.7566335581261445,98.41-132.67
0.6186,2.99,26.8,497.00000000000006,0.8318468958808938,22.43-31.17
