Beta,Alpha,Iter,MaxInf,EventInf,Time_Fin
0.002,2.0,0,1,1,0.207119654608
0.002,2.0,1,4,5,2.3091720115900003
0.002,2.0,10,1,1,0.293011436668
0.002,2.0,11,1,1,0.172841391789
0.002,2.0,12,1,1,0.07183727488819999
0.002,2.0,13,1,1,0.157149394661
0.002,2.0,14,2,2,1.03508565173
0.002,2.0,15,4,6,4.09312778547
0.002,2.0,16,6,6,3.1420870702599997
0.002,2.0,17,7,11,2.21786526436
0.002,2.0,18,4,10,6.1530616186
0.002,2.0,19,6,17,6.57901494945
0.002,2.0,2,2,2,1.0559457733
0.002,2.0,20,3,3,2.45945261192
0.002,2.0,21,1,1,0.461630709957
0.002,2.0,22,3,3,6.55981906286
0.002,2.0,23,6,6,3.12112424592
0.002,2.0,24,2,3,2.6203654126400004
0.002,2.0,25,1,1,0.015175933878699999
0.002,2.0,26,4,6,1.5985728164
0.002,2.0,27,4,4,1.8860396260099999
0.002,2.0,28,1,1,0.208012469782
0.002,2.0,29,2,2,1.5521597710100001
0.002,2.0,3,9,14,4.90147854392
0.002,2.0,30,2,3,2.1831655897799997
0.002,2.0,31,4,9,1.7689017193
0.002,2.0,32,3,3,2.76876688447
0.002,2.0,33,1,1,0.08677498418960002
0.002,2.0,34,2,2,1.28108967154
0.002,2.0,35,2,2,0.22985486244800002
0.002,2.0,36,1,1,0.299370092835
0.002,2.0,37,6,10,4.4007630634599995
0.002,2.0,38,4,5,1.9395552792299997
0.002,2.0,39,2,2,2.20995838681
0.002,2.0,4,2,2,3.8719038440699993
0.002,2.0,40,3,3,2.3088261980099998
0.002,2.0,41,1,1,0.22372459691799998
0.002,2.0,42,1,1,0.620536206198
0.002,2.0,43,4,4,1.20531480535
0.002,2.0,44,4,4,4.01640660653
0.002,2.0,45,2,2,0.644024304148
0.002,2.0,46,1,1,0.734064506239
0.002,2.0,47,2,2,0.9264741241590001
0.002,2.0,48,5,8,2.2455165765
0.002,2.0,49,1,1,0.9456316217849999
0.002,2.0,5,6,19,6.161524781590001
0.002,2.0,50,3,3,4.95283097846
0.002,2.0,51,6,9,7.33102659395
0.002,2.0,52,11,19,5.16215649365
0.002,2.0,53,1,1,0.12656988005699998
0.002,2.0,54,2,3,1.01122392319
0.002,2.0,55,6,6,1.6173098318299999
0.002,2.0,56,2,2,3.07581756459
0.002,2.0,57,1,1,0.368995208428
0.002,2.0,58,10,14,5.02296534776
0.002,2.0,59,4,7,3.5055761703900004
0.002,2.0,6,3,3,1.37533776938
0.002,2.0,60,3,4,3.0462677615200002
0.002,2.0,61,1,1,0.033569756115700004
0.002,2.0,62,2,2,0.454415563717
0.002,2.0,63,5,6,3.2164148636000003
0.002,2.0,64,3,4,3.6488294053500003
0.002,2.0,65,1,1,0.026005708040200002
0.002,2.0,66,3,3,2.2226253909400002
0.002,2.0,67,4,4,4.289571850580001
0.002,2.0,68,5,10,4.5623148126199995
0.002,2.0,69,3,3,1.6412833668399998
0.002,2.0,7,11,26,6.31089863847
0.002,2.0,70,2,2,0.84921503852
0.002,2.0,71,1,1,0.339496699067
0.002,2.0,72,4,4,1.9046720110099997
0.002,2.0,73,6,13,5.93051469036
0.002,2.0,74,4,6,5.39283156115
0.002,2.0,75,3,3,1.0433282187200001
0.002,2.0,76,8,9,3.5055337841800003
0.002,2.0,77,2,2,4.07180318765
0.002,2.0,78,7,12,3.33976166892
0.002,2.0,79,4,5,2.3480841766900005
0.002,2.0,8,5,5,2.6293815925
0.002,2.0,80,8,20,5.23975902988
0.002,2.0,81,3,3,1.47364560326
0.002,2.0,82,1,1,0.42396587900399996
0.002,2.0,83,1,1,0.0193496550054
0.002,2.0,84,6,6,3.4363640867900003
0.002,2.0,85,8,12,5.729309354470001
0.002,2.0,86,7,11,2.93591994178
0.002,2.0,87,4,6,2.81638011968
0.002,2.0,88,2,2,0.7905979952
0.002,2.0,89,6,11,4.0212947113599995
0.002,2.0,9,4,6,3.38035327838
0.002,2.0,90,2,2,0.367037395048
0.002,2.0,91,1,1,0.771507058032
0.002,2.0,92,4,4,1.09034629606
0.002,2.0,93,4,5,2.51902388223
0.002,2.0,94,3,3,1.59373015603
0.002,2.0,95,3,4,1.94057102487
0.002,2.0,96,2,2,0.712525144682
0.002,2.0,97,2,2,0.355173580208
0.002,2.0,98,4,4,1.5856170087600001
0.002,2.0,99,1,1,0.0401267374475
0.002,2.2475,0,3,3,1.11236903961
0.002,2.2475,1,1,1,0.0815854865074
0.002,2.2475,10,2,2,0.706966194268
0.002,2.2475,11,1,1,2.02194807918
0.002,2.2475,12,5,8,6.4274487354900005
0.002,2.2475,13,3,4,5.64624063865
0.002,2.2475,14,4,4,2.9495567836900003
0.002,2.2475,15,2,2,1.2266130039899998
0.002,2.2475,16,1,1,0.05805514854780001
0.002,2.2475,17,1,1,0.268303648239
0.002,2.2475,18,1,1,0.35595735072499995
0.002,2.2475,19,2,3,4.23399411296
0.002,2.2475,2,2,2,2.46245717997
0.002,2.2475,20,5,6,4.13538478704
0.002,2.2475,21,2,2,1.00274893153
0.002,2.2475,22,1,1,0.017007166865100003
0.002,2.2475,23,1,1,0.206867512435
0.002,2.2475,24,2,2,1.03865948825
0.002,2.2475,25,1,1,0.21091144888799998
0.002,2.2475,26,1,1,2.09209709282
0.002,2.2475,27,1,1,0.155381714504
0.002,2.2475,28,2,2,0.545081607762
0.002,2.2475,29,2,2,1.8458204193799999
0.002,2.2475,3,3,4,3.36611265021
0.002,2.2475,30,1,1,0.21927254633499998
0.002,2.2475,31,2,2,1.2522856089399999
0.002,2.2475,32,1,1,0.13831100958599998
0.002,2.2475,33,1,1,0.00248173727003
0.002,2.2475,34,2,2,0.8251801922509999
0.002,2.2475,35,1,1,0.235321270564
0.002,2.2475,36,1,1,0.9636847108299998
0.002,2.2475,37,1,1,0.597041234277
0.002,2.2475,38,1,1,0.675172438868
0.002,2.2475,39,6,13,4.91909377536
0.002,2.2475,4,3,3,2.6918705855400002
0.002,2.2475,40,2,2,1.57968940238
0.002,2.2475,41,1,1,0.155065696709
0.002,2.2475,42,2,2,0.773179919517
0.002,2.2475,43,1,1,0.122823187353
0.002,2.2475,44,1,1,0.475761494979
0.002,2.2475,45,1,1,1.42668850525
0.002,2.2475,46,2,2,0.654724200248
0.002,2.2475,47,1,1,1.42963524368
0.002,2.2475,48,3,3,0.629951998632
0.002,2.2475,49,2,2,2.2184829235900003
0.002,2.2475,5,5,5,3.48552455143
