Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,1.0,0.0,0.0,1.0-1.0
0.002,2.2475,1.04,0.058399999999999945,0.23236626872297242,0.99-1.09
0.002,2.495,1.0,0.0,0.0,1.0-1.0
0.002,2.7425,1.0,0.0,0.0,1.0-1.0
0.002,2.99,1.0,0.0,0.0,1.0-1.0
0.15615,2.0,45.82,32051.047600000093,3.907203485854754,10.73-80.91
0.15615,2.2475,26.58,6988.823600000002,3.145191279403535,10.19-42.97
0.15615,2.495,3.49,271.1298999999987,4.718058049281442,0.26-6.72
0.15615,2.7425,1.4,4.6800000000000095,1.54523626091314,0.98-1.82
0.15615,2.99,1.22,0.47160000000000063,0.5628945807668658,1.09-1.35
0.3103,2.0,170.64,194678.83039999992,2.585702300132199,84.16-257.12
0.3103,2.2475,83.66,51244.26440000005,2.7058565655960973,39.29-128.03
0.3103,2.495,30.4,7872.919999999993,2.918732779611925,13.01-47.79
0.3103,2.7425,4.85,283.4074999999999,3.471074466955344,1.55-8.15
0.3103,2.99,1.49,2.5899000000000005,1.0800782719160493,1.17-1.81
0.46445,2.0,604.13,781100.6730999999,1.4629285094192506,430.91-777.35
0.46445,2.2475,191.89,158298.73790000015,2.073415702771782,113.91-269.87
0.46445,2.495,56.08,19731.35359999998,2.504784890257942,28.55-83.61
0.46445,2.7425,4.61,246.33790000000008,3.4045890029216155,1.53-7.69
0.46445,2.99,2.93,24.68510000000003,1.6957031428352722,1.96-3.9
0.6186,2.0,738.57,1065714.5850999986,1.3977477173235209,536.23-940.91
0.6186,2.2475,321.65,329306.3874999996,1.784089025027948,209.17-434.13
0.6186,2.495,92.79,54735.44589999994,2.5213501116563584,46.93-138.65
0.6186,2.7425,11.91,1638.9018999999982,3.399106076323118,3.98-19.84
0.6186,2.99,5.32,154.93759999999986,2.339735582971905,2.88-7.76
