Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,0.9009066410826673,0.5725962352485363,0.8399326349528327,0.75-1.05
0.002,2.2475,0.9279978242470076,1.2613533955898613,1.21023980358649,0.71-1.15
0.002,2.495,0.8111070789593672,0.5946201332765976,0.9506958830625409,0.66-0.96
0.002,2.7425,1.0082032487027823,1.0736375804278244,1.0277340840129743,0.81-1.21
0.002,2.99,0.9346357041455952,0.8168520808639199,0.9670063864130104,0.76-1.11
0.15615,2.0,1.5697738413311482,7.725991685420407,1.7706797902741416,1.02-2.11
0.15615,2.2475,2.080126790684136,12.956141636770012,1.730406094689721,1.37-2.79
0.15615,2.495,1.3062478261584847,3.4043922721440674,1.412518736576971,0.94-1.67
0.15615,2.7425,1.301280340433286,1.9078446534564537,1.0614526755445985,1.03-1.57
0.15615,2.99,1.1273472298594587,1.3642557558150508,1.036072616389372,0.9-1.36
0.3103,2.0,2.062239812624241,12.488650417301214,1.7136360409772107,1.37-2.75
0.3103,2.2475,2.02939438448759,12.004463712045428,1.707280685832378,1.35-2.71
0.3103,2.495,2.2813236449477143,13.705929250166202,1.6228087512975427,1.56-3.01
0.3103,2.7425,1.825777098105071,4.79885884313295,1.199834188182763,1.4-2.26
0.3103,2.99,1.171552888441891,1.5911149495350063,1.0766855363575247,0.92-1.42
0.46445,2.0,4.087989105935021,22.603841788313936,1.163004512084418,3.16-5.02
0.46445,2.2475,2.9378497452604138,18.64846161077521,1.469913996160129,2.09-3.78
0.46445,2.495,2.902342489959596,19.156938058126613,1.5080453005034988,2.04-3.76
0.46445,2.7425,1.5750911672831258,5.982496696961855,1.5528715653523848,1.1-2.05
0.46445,2.99,1.7957865692829704,5.201483916372228,1.2700151767412893,1.35-2.24
0.6186,2.0,3.990259210635632,23.48593603872066,1.2145148466935018,3.04-4.94
0.6186,2.2475,3.331604980833451,21.770753636303397,1.4005003733122088,2.42-4.25
0.6186,2.495,2.5817233760248772,16.599835932200598,1.5781278741362983,1.78-3.38
0.6186,2.7425,2.1580262286972105,12.241136728944515,1.621265554042451,1.47-2.84
0.6186,2.99,2.2018266538950595,6.816609113029723,1.1857716715526674,1.69-2.71
