Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,1.0,0.0,0.0,1.0-1.0
0.002,2.2475,1.04,0.058399999999999945,0.23236626872297242,0.99-1.09
0.002,2.495,1.0,0.0,0.0,1.0-1.0
0.002,2.7425,1.0,0.0,0.0,1.0-1.0
0.002,2.99,1.0,0.0,0.0,1.0-1.0
0.15615,2.0,121.95,232004.64749999988,3.949722079137975,27.54-216.36
0.15615,2.2475,90.45,83658.78750000017,3.197769910895719,33.76-147.14
0.15615,2.495,9.87,4112.853100000013,6.497622055424773,-2.7-22.44
0.15615,2.7425,1.78,28.391600000000025,2.9934701480610117,0.74-2.82
0.15615,2.99,1.31,1.313900000000001,0.8750036419713265,1.09-1.53
0.3103,2.0,397.54,1060296.7883999995,2.5901975579808294,195.72-599.36
0.3103,2.2475,236.18,409584.94759999943,2.7097478203254224,110.74-361.62
0.3103,2.495,100.57,83523.32509999994,2.8736603622985375,43.93-157.21
0.3103,2.7425,15.1,4791.789999999995,4.58428850158263,1.53-28.67
0.3103,2.99,1.68,5.8576000000000015,1.4406237626100806,1.21-2.15
0.46445,2.0,1355.28,3944530.861600005,1.4654420516420716,966.01-1744.55
0.46445,2.2475,497.54,1061318.8284,2.070593911433834,295.62-699.46
0.46445,2.495,183.91,213955.36190000008,2.515105708763873,93.25-274.57
0.46445,2.7425,11.5,2849.95,4.6421672143649415,1.04-21.96
0.46445,2.99,4.36,84.39040000000003,2.1069781575719158,2.56-6.16
0.6186,2.0,1582.28,4903983.321599996,1.3995588138468473,1148.24-2016.32
0.6186,2.2475,794.52,2010368.7895999965,1.7845677188418578,516.62-1072.42
0.6186,2.495,266.33,446006.40110000066,2.5075549382754887,135.43-397.23
0.6186,2.7425,44.16,28029.79440000001,3.791236626682521,11.35-76.97
0.6186,2.99,12.51,1717.8098999999968,3.313067169946732,4.39-20.63
