Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,2.2427020500698798,1.1717745080986288,0.4826701516060362,2.03-2.45
0.002,2.2475,2.2944820743981493,1.4888499788458658,0.53179077633173,2.06-2.53
0.002,2.495,2.1426646786227503,1.1963208880971923,0.5104693047214055,1.93-2.36
0.002,2.7425,2.19590721275713,1.5395792394776289,0.5650502063856346,1.95-2.44
0.002,2.99,2.5282823953997395,1.919164001441323,0.5479367932694579,2.26-2.8
0.15615,2.0,8.250458731680219,19.39392045445859,0.5337706730493942,7.39-9.11
0.15615,2.2475,5.892672329181574,24.548685082579397,0.8408176607808886,4.92-6.86
0.15615,2.495,4.14959244837732,12.119552110574313,0.8389534040710137,3.47-4.83
0.15615,2.7425,3.4407310764473102,3.3362101332059404,0.5308550688641506,3.08-3.8
0.15615,2.99,2.8518012323398194,2.3604753915536234,0.538741568357364,2.55-3.15
0.3103,2.0,9.292632047440486,12.215176644496957,0.376106756038728,8.61-9.98
0.3103,2.2475,8.159780409979469,24.57688590244624,0.6075540988161948,7.19-9.13
0.3103,2.495,6.862177600177379,30.25201287686718,0.8015215149226033,5.78-7.94
0.3103,2.7425,4.26838089202065,11.20316276384544,0.7841644608774129,3.61-4.92
0.3103,2.99,3.679256633799348,5.454511594548493,0.6347721335951851,3.22-4.14
0.46445,2.0,10.122829583755266,7.087902227275071,0.26300071757872817,9.6-10.64
0.46445,2.2475,9.360441796506581,15.448431372378348,0.41989997307669624,8.59-10.13
0.46445,2.495,9.122667018992804,28.582336569885666,0.5860397052281212,8.07-10.17
0.46445,2.7425,6.291272671755223,25.254701384867627,0.7987899835636474,5.31-7.28
0.46445,2.99,4.525868804673189,7.918117982110792,0.6217403076628228,3.97-5.08
0.6186,2.0,10.01969729214345,4.792373753213747,0.2184845539330554,9.59-10.45
0.6186,2.2475,9.366234777107588,14.199112913968584,0.4023143899360599,8.63-10.1
0.6186,2.495,9.31565226409215,19.15962918062931,0.46987277363188545,8.46-10.17
0.6186,2.7425,7.799237642853979,20.74290118929522,0.583959322150799,6.91-8.69
0.6186,2.99,5.0131998788770895,8.827061276949493,0.5926428514184554,4.43-5.6
