Beta,Alpha,Iter,MaxInf,EventInf,Time_Fin
0.002,2.0,0,1,1,0.410145834134
0.002,2.0,1,1,1,0.9418974229350001
0.002,2.0,10,1,1,1.80447726218
0.002,2.0,11,1,1,0.0549175526301
0.002,2.0,12,1,1,0.7505192297669999
0.002,2.0,13,1,1,0.277662530069
0.002,2.0,14,1,1,0.288521041527
0.002,2.0,15,1,1,0.05877240277200001
0.002,2.0,16,1,1,0.346550688209
0.002,2.0,17,1,1,0.00223689320579
0.002,2.0,18,1,1,0.903812625628
0.002,2.0,19,1,1,1.3303245086700002
0.002,2.0,2,1,1,0.0650763627929
0.002,2.0,20,1,1,0.431535614386
0.002,2.0,21,1,1,0.30191972765700004
0.002,2.0,22,1,1,0.035809473301400004
0.002,2.0,23,1,1,0.197931718502
0.002,2.0,24,1,1,1.01120843951
0.002,2.0,25,1,1,0.34438473049699997
0.002,2.0,26,1,1,0.9755224087809999
0.002,2.0,27,1,1,1.1199045943100001
0.002,2.0,28,1,1,0.40602470615900005
0.002,2.0,29,1,1,2.5063369282599997
0.002,2.0,3,1,1,1.29723243699
0.002,2.0,30,1,1,0.879214528159
0.002,2.0,31,1,1,0.237920156637
0.002,2.0,32,1,1,1.52939490488
0.002,2.0,33,1,1,2.38889613614
0.002,2.0,34,1,1,6.29743531281
0.002,2.0,35,1,1,0.300043416037
0.002,2.0,36,1,1,1.26038385407
0.002,2.0,37,1,1,0.49437970402599996
0.002,2.0,38,1,1,0.15698868581800002
0.002,2.0,39,1,1,3.1069905689599997
0.002,2.0,4,1,1,0.41104133229199996
0.002,2.0,40,1,1,0.840741609076
0.002,2.0,41,1,1,0.21340937811500002
0.002,2.0,42,1,1,0.8989929309100001
0.002,2.0,43,1,1,1.0289898407
0.002,2.0,44,1,1,1.3767615752200002
0.002,2.0,45,1,1,0.197224413137
0.002,2.0,46,1,1,0.173600788876
0.002,2.0,47,1,1,0.206064193616
0.002,2.0,48,1,1,1.17975799818
0.002,2.0,49,1,1,0.07399290175739999
0.002,2.0,5,1,1,0.9571158879620001
0.002,2.0,50,1,1,1.5010185371899998
0.002,2.0,51,1,1,0.48374264646799997
0.002,2.0,52,1,1,0.397165485047
0.002,2.0,53,1,1,0.311839381004
0.002,2.0,54,1,1,1.1231700322799998
0.002,2.0,55,1,1,1.0709939298200002
0.002,2.0,56,1,1,1.45345798511
0.002,2.0,57,1,1,0.5230220774759999
0.002,2.0,58,1,1,0.993696748812
0.002,2.0,59,1,1,2.01052008762
0.002,2.0,6,1,1,0.689209259301
0.002,2.0,60,1,1,0.132321027267
0.002,2.0,61,1,1,0.443641247597
0.002,2.0,62,1,1,1.85336027617
0.002,2.0,63,1,1,0.445583929608
0.002,2.0,64,1,1,2.4970086810099996
0.002,2.0,65,1,1,1.07437936323
0.002,2.0,66,1,1,0.17172600666299997
0.002,2.0,67,1,1,1.39763871449
0.002,2.0,68,1,1,1.3007238511299999
0.002,2.0,69,1,1,1.5791484816999999
0.002,2.0,7,1,1,0.595358677993
0.002,2.0,70,1,1,0.484899799985
0.002,2.0,71,1,1,0.9950346380769999
0.002,2.0,72,1,1,0.0937379460407
0.002,2.0,73,1,1,0.592462781389
0.002,2.0,74,1,1,1.8900605704599998
0.002,2.0,75,1,1,0.48313814969499996
0.002,2.0,76,1,1,0.111806807446
0.002,2.0,77,1,1,0.5096040722999999
0.002,2.0,78,1,1,1.16906700966
0.002,2.0,79,1,1,1.70858592141
0.002,2.0,8,1,1,3.23029656722
0.002,2.0,80,1,1,0.785549778186
0.002,2.0,81,1,1,1.0969153401
0.002,2.0,82,1,1,0.0719399650349
0.002,2.0,83,1,1,1.47093055921
0.002,2.0,84,1,1,0.76392519811
0.002,2.0,85,1,1,0.9258988840019999
0.002,2.0,86,1,1,0.27208606649
0.002,2.0,87,2,2,5.14665726926
0.002,2.0,88,1,1,0.109507284834
0.002,2.0,89,1,1,0.340434522152
0.002,2.0,9,1,1,0.178961348455
0.002,2.0,90,1,1,0.705048522352
0.002,2.0,91,1,1,0.0265796017618
0.002,2.0,92,1,1,0.5419111072899999
0.002,2.0,93,1,1,1.06475656056
0.002,2.0,94,1,1,0.785047103653
0.002,2.0,95,1,1,1.49249587227
0.002,2.0,96,1,1,0.931413033318
0.002,2.0,97,1,1,2.53146866925
0.002,2.0,98,1,1,0.651588118315
0.002,2.0,99,1,1,0.874068065159
0.002,2.2475,0,1,1,1.7732349282700002
0.002,2.2475,1,1,1,0.554335563906
0.002,2.2475,10,1,1,0.493990010001
0.002,2.2475,11,1,1,0.447347680696
0.002,2.2475,12,1,1,0.330369881692
0.002,2.2475,13,1,1,0.24572696645300002
0.002,2.2475,14,1,1,0.014409432117999998
0.002,2.2475,15,1,1,2.60250530107
0.002,2.2475,16,1,1,0.5459629020669999
0.002,2.2475,17,1,1,0.7817790353380001
0.002,2.2475,18,1,1,0.196836756746
0.002,2.2475,19,1,1,0.837697923014
0.002,2.2475,2,1,1,1.36678364935
0.002,2.2475,20,1,1,1.03854840239
0.002,2.2475,21,1,1,0.48625483596999997
0.002,2.2475,22,1,1,2.3486828975
0.002,2.2475,23,1,1,3.9770823549300003
0.002,2.2475,24,1,1,1.01365204541
0.002,2.2475,25,1,1,0.0764929061916
0.002,2.2475,26,1,1,1.35990750124
0.002,2.2475,27,1,1,0.38094101261999996
