Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,1.01,0.009899999999999999,0.0985136076343188,0.99-1.03
0.002,2.2475,1.01,0.009899999999999994,0.09851360763431877,0.99-1.03
0.002,2.495,1.01,0.009899999999999994,0.09851360763431877,0.99-1.03
0.002,2.7425,1.0,0.0,0.0,1.0-1.0
0.002,2.99,1.0,0.0,0.0,1.0-1.0
0.15615,2.0,230.85,126429.3675000001,1.5402602363768831,161.16-300.54
0.15615,2.2475,29.41,9576.861899999989,3.3274886894259352,10.23-48.59
0.15615,2.495,3.15,118.6674999999999,3.4582416957324256,1.01-5.29
0.15615,2.7425,1.87,22.233099999999933,2.5214967001699455,0.95-2.79
0.15615,2.99,1.19,0.4339000000000005,0.5535385396764526,1.06-1.32
0.3103,2.0,775.22,444451.9116000001,0.8599781571809428,644.55-905.89
0.3103,2.2475,190.22,89957.39159999999,1.576747858232728,131.43-249.01
0.3103,2.495,14.52,3527.8496000000014,4.09061319203311,2.88-26.16
0.3103,2.7425,2.57,19.84509999999998,1.733378967073257,1.7-3.44
0.3103,2.99,1.47,1.4091000000000005,0.8075205305077068,1.24-1.7
0.46445,2.0,1338.71,649786.1659000004,0.6021417257226354,1180.72-1496.7
0.46445,2.2475,412.04,250519.73840000012,1.2147351435599048,313.94-510.14
0.46445,2.495,64.13,22171.05310000002,2.3218380342336045,34.95-93.31
0.46445,2.7425,11.6,1147.5600000000009,2.920315084070503,4.96-18.24
0.46445,2.99,2.41,37.56190000000003,2.543060741431193,1.21-3.61
0.6186,2.0,1638.09,961807.7818999997,0.5986960381017334,1445.87-1830.31
0.6186,2.2475,451.99,400122.70989999967,1.3994834737241348,328.01-575.97
0.6186,2.495,146.31,62629.273900000015,1.710466914388332,97.26-195.36
0.6186,2.7425,18.65,2546.5274999999992,2.7057978608610127,8.76-28.54
0.6186,2.99,2.94,60.71640000000004,2.650364930250422,1.41-4.47
