Beta,Alpha,Iter,MaxInf,EventInf,Time_Fin
0.002,2.0,0,19,35,4.9135909002
0.002,2.0,1,12,26,7.066378116139999
0.002,2.0,10,16,28,5.4322286150400005
0.002,2.0,11,18,32,5.574135894129999
0.002,2.0,12,11,15,2.81077832606
0.002,2.0,13,14,31,5.40846782226
0.002,2.0,14,20,43,6.502917881749999
0.002,2.0,15,14,25,4.72074104118
0.002,2.0,16,13,32,8.641845409910001
0.002,2.0,17,12,25,4.797270971930001
0.002,2.0,18,14,24,5.04016093755
0.002,2.0,19,12,20,3.2787204561500003
0.002,2.0,2,16,21,3.3399632167
0.002,2.0,20,16,32,3.28202747015
0.002,2.0,21,11,18,4.322805655990001
0.002,2.0,22,15,28,4.37762928215
0.002,2.0,23,12,26,2.95451089528
0.002,2.0,24,19,33,5.00522009072
0.002,2.0,25,10,21,4.737212932009999
0.002,2.0,26,15,27,2.8033627077700003
0.002,2.0,27,18,29,3.89339235143
0.002,2.0,28,11,19,2.38240931534
0.002,2.0,29,15,26,3.5384087302900005
0.002,2.0,3,21,43,6.47268298381
0.002,2.0,30,13,19,2.4474853553
0.002,2.0,31,10,16,4.17963411852
0.002,2.0,32,19,43,6.391851932740001
0.002,2.0,33,14,19,4.13064825592
0.002,2.0,34,16,30,5.452662623330001
0.002,2.0,35,13,23,4.65158083682
0.002,2.0,36,14,33,4.24781150521
0.002,2.0,37,12,25,6.14620501189
0.002,2.0,38,13,27,3.1928434959599996
0.002,2.0,39,12,17,2.48742804927
0.002,2.0,4,13,20,3.8421867375199996
0.002,2.0,40,12,25,4.80915347255
0.002,2.0,41,13,20,3.7179424947400004
0.002,2.0,42,17,30,3.94308213394
0.002,2.0,43,13,22,6.51974004239
0.002,2.0,44,15,23,3.89425429172
0.002,2.0,45,15,24,3.99076619679
0.002,2.0,46,15,42,6.823666741109999
0.002,2.0,47,17,31,3.33371686853
0.002,2.0,48,14,33,7.83641562154
0.002,2.0,49,14,27,4.48815115868
0.002,2.0,5,12,36,6.6709384597
0.002,2.0,50,14,19,2.08037621455
0.002,2.0,51,10,13,2.52205642844
0.002,2.0,52,12,23,8.51338807089
0.002,2.0,53,11,18,5.68261725859
0.002,2.0,54,11,23,3.1328016104400005
0.002,2.0,55,10,21,6.744703994680001
0.002,2.0,56,10,18,3.7028300869199997
0.002,2.0,57,13,21,3.27405389177
0.002,2.0,58,13,24,3.8618778040699993
0.002,2.0,59,13,24,3.81698134806
0.002,2.0,6,12,25,6.68155157778
0.002,2.0,60,13,19,4.69563762692
0.002,2.0,61,12,25,8.3222398394
0.002,2.0,62,11,28,7.166666267160001
0.002,2.0,63,13,24,6.41581656268
0.002,2.0,64,16,26,2.97603340202
0.002,2.0,65,15,26,5.872980708609999
0.002,2.0,66,17,48,6.15464466099
0.002,2.0,67,12,19,4.89422455448
0.002,2.0,68,16,25,6.04625836494
0.002,2.0,69,12,21,2.40911122102
0.002,2.0,7,11,16,3.4995084789099997
0.002,2.0,70,12,19,3.1355313473799997
0.002,2.0,71,12,29,4.3381142725099995
0.002,2.0,72,12,20,4.97014192814
0.002,2.0,73,13,18,2.60559785023
0.002,2.0,74,13,24,6.49690704025
0.002,2.0,75,16,45,5.81917695717
0.002,2.0,76,11,17,2.9412410848799997
0.002,2.0,77,20,40,6.9264247034399995
0.002,2.0,78,11,18,3.7442315080300004
0.002,2.0,79,10,16,2.79429103911
0.002,2.0,8,17,31,4.74402254774
0.002,2.0,80,14,19,2.1223018693799998
0.002,2.0,81,15,28,2.771218047
0.002,2.0,82,10,17,1.9296165732700001
0.002,2.0,83,10,17,2.07378126265
0.002,2.0,84,17,26,4.15880799681
0.002,2.0,85,18,34,6.131027972769999
0.002,2.0,86,21,44,6.68500170588
0.002,2.0,87,17,29,3.25223027324
0.002,2.0,88,10,19,3.3179904540700003
0.002,2.0,89,11,19,3.66145753258
0.002,2.0,9,16,19,2.97238351804
0.002,2.0,90,14,27,4.64961760323
0.002,2.0,91,10,14,4.79943028586
0.002,2.0,92,11,16,3.84016460916
0.002,2.0,93,11,17,3.12435965701
0.002,2.0,94,12,17,2.5687293188599996
0.002,2.0,95,17,31,7.7472125812199994
0.002,2.0,96,12,19,3.2138938084500004
0.002,2.0,97,11,21,5.62406963725
0.002,2.0,98,17,35,5.30898314326
0.002,2.0,99,13,28,5.4905621168900005
0.002,2.2475,0,13,15,4.65208798209
0.002,2.2475,1,10,17,7.2941781376
0.002,2.2475,10,12,18,3.38319636131
0.002,2.2475,11,10,11,3.25727714806
0.002,2.2475,12,10,16,3.9014525584699995
0.002,2.2475,13,10,11,2.5502032014400005
0.002,2.2475,14,14,21,2.319223516
0.002,2.2475,15,10,15,3.8703076099400002
0.002,2.2475,16,10,17,4.511068333380001
0.002,2.2475,17,10,14,3.9685806611000003
0.002,2.2475,18,15,19,6.3631252832700005
0.002,2.2475,19,10,11,0.883476348538
0.002,2.2475,2,11,14,5.04251210417
0.002,2.2475,20,10,11,3.49564412379
0.002,2.2475,21,10,15,6.17257434365
0.002,2.2475,22,12,16,2.9234726788599996
0.002,2.2475,23,10,11,2.23836135043
0.002,2.2475,24,11,15,4.50218201769
0.002,2.2475,25,12,25,4.251306845809999
0.002,2.2475,26,11,20,4.04654256335
0.002,2.2475,27,11,12,1.30470553067
0.002,2.2475,28,11,18,7.0220345149800005
0.002,2.2475,29,10,11,2.18227353665
0.002,2.2475,3,12,13,1.7028409526600001
0.002,2.2475,30,10,14,4.204247507840001
0.002,2.2475,31,13,17,3.98345293482
0.002,2.2475,32,12,17,5.47446559462
0.002,2.2475,33,10,12,1.9137145169799998
0.002,2.2475,34,10,16,4.17891548389
0.002,2.2475,35,10,13,2.96524975528
