Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,13.71,7.605900000000002,0.20115825093275136,13.17-14.25
0.002,2.2475,10.82,1.2075999999999985,0.10156271251620069,10.6-11.04
0.002,2.495,10.33,0.5210999999999995,0.06988117763126404,10.19-10.47
0.002,2.7425,10.1,0.08999999999999991,0.02970297029702969,10.04-10.16
0.002,2.99,10.06,0.056400000000000075,0.023607041922540605,10.01-10.11
0.15615,2.0,757.57,9118.7651,0.126050695431422,738.85-776.29
0.15615,2.2475,305.82,5246.547600000002,0.2368486560383611,291.62-320.02
0.15615,2.495,91.57,854.3251000000002,0.3191966824246869,85.84-97.3
0.15615,2.7425,46.19,168.69389999999996,0.2811912012831561,43.64-48.74
0.15615,2.99,26.35,70.32749999999999,0.3182599352985774,24.71-27.99
0.3103,2.0,1364.59,16639.021899999996,0.09452827055590252,1339.31-1389.87
0.3103,2.2475,684.51,9615.6299,0.14325476365890355,665.29-703.73
0.3103,2.495,232.87,4016.1730999999995,0.2721401803718497,220.45-245.29
0.3103,2.7425,88.23,640.3171000000002,0.2868014025192312,83.27-93.19
0.3103,2.99,49.91,170.2019,0.26139340862530624,47.35-52.47
0.46445,2.0,1845.09,25876.741900000005,0.08718409062109932,1813.56-1876.62
0.46445,2.2475,1008.15,14202.9075,0.11821251981621018,984.79-1031.51
0.46445,2.495,403.62,9796.3556,0.2452220917071604,384.22-423.02
0.46445,2.7425,141.69,2147.9138999999996,0.32709148156825507,132.61-150.77
0.46445,2.99,68.97,303.60909999999984,0.25263712254595067,65.55-72.39
0.6186,2.0,2226.01,23271.009899999997,0.06852996412363384,2196.11-2255.91
0.6186,2.2475,1319.79,21361.405899999998,0.11074141866274419,1291.14-1348.44
0.6186,2.495,579.72,13005.6016,0.19671928604379665,557.37-602.07
0.6186,2.7425,208.71,3912.6458999999995,0.29970363793048005,196.45-220.97
0.6186,2.99,83.41,697.3218999999997,0.31659097562801136,78.23-88.59
