Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,4.569199076271899,2.609171715320545,0.35351777131240625,4.25-4.89
0.002,2.2475,3.5473406662585814,1.879404265453358,0.3864623642919044,3.28-3.82
0.002,2.495,3.2910287817328987,1.730924438499772,0.39976739886145374,3.03-3.55
0.002,2.7425,3.160278679989141,1.9963335472143282,0.4470861034705155,2.88-3.44
0.002,2.99,2.6622262589027605,1.540506637836203,0.46621562455996907,2.42-2.91
0.15615,2.0,10.1099408268468,1.502489158244652,0.12124310772481559,9.87-10.35
0.15615,2.2475,11.075912864918799,4.288384990141902,0.18696803046610616,10.67-11.48
0.15615,2.495,9.0583842666783,3.159841140908307,0.19623744676299454,8.71-9.41
0.15615,2.7425,6.7527737974240996,2.7396191203279887,0.24511105102398828,6.43-7.08
0.15615,2.99,5.710313962091899,2.0906577257271937,0.25321036643239125,5.43-5.99
0.3103,2.0,10.1035368989782,2.5666440349650417,0.15856575093919165,9.79-10.42
0.3103,2.2475,10.6571422103095,2.515852801816349,0.14883389681981665,10.35-10.97
0.3103,2.495,10.991472738006998,3.9434913772977795,0.18066938270718783,10.6-11.38
0.3103,2.7425,8.5489532152874,3.138244381970078,0.2072194132435924,8.2-8.9
0.3103,2.99,6.688945588440503,2.0593423064291803,0.2145391756838556,6.41-6.97
0.46445,2.0,10.317364776406901,1.604465712231101,0.12277118133056052,10.07-10.57
0.46445,2.2475,10.572593485308904,2.2505422176353225,0.14189335193949973,10.28-10.87
0.46445,2.495,10.8840498293598,2.8213563488690028,0.15432576909875195,10.55-11.21
0.46445,2.7425,9.656462638630003,4.823453707051643,0.22743693436997822,9.23-10.09
0.46445,2.99,7.306761012656304,1.8483036711157979,0.18606374597542533,7.04-7.57
0.6186,2.0,9.886202869980801,1.9198328283561912,0.14015293233343368,9.61-10.16
0.6186,2.2475,10.349533451367002,1.86843318430354,0.1320742074929021,10.08-10.62
0.6186,2.495,11.0047984102474,2.6608758563015913,0.14822798847352914,10.69-11.32
0.6186,2.7425,9.9505112208442,3.6404103394513907,0.1917475289071307,9.58-10.32
0.6186,2.99,7.705779472743797,1.418129302387173,0.15454015353370043,7.47-7.94
