Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,1.0,0.0,0.0,1.0-1.0
0.002,2.2475,1.06,0.25639999999999946,0.4776976943838547,0.96-1.16
0.002,2.495,1.0,0.0,0.0,1.0-1.0
0.002,2.7425,1.01,0.00989999999999999,0.09851360763431875,0.99-1.03
0.002,2.99,1.01,0.00989999999999999,0.09851360763431875,0.99-1.03
0.15615,2.0,358.6,634221.3799999999,2.2208036057806897,202.51-514.69
0.15615,2.2475,129.51,110845.42990000006,2.570724832074465,64.25-194.77
0.15615,2.495,9.26,3162.7923999999934,6.073294718037268,-1.76-20.28
0.15615,2.7425,4.1,292.63000000000005,4.172300375376592,0.75-7.45
0.15615,2.99,1.7,3.930000000000007,1.1661310353881782,1.31-2.09
0.3103,2.0,805.46,1968728.6484000024,1.7420032173078186,530.45-1080.47
0.3103,2.2475,364.4,566752.7600000005,2.065943563914426,216.85-511.95
0.3103,2.495,54.55,37903.34750000002,3.5689792965305087,16.39-92.71
0.3103,2.7425,12.38,1624.1756000000016,3.2553361890747836,4.48-20.28
0.3103,2.99,3.01,54.14990000000006,2.444738060825028,1.57-4.45
0.46445,2.0,1662.3,4002824.2299999977,1.2035769313088367,1270.16-2054.44
0.46445,2.2475,405.22,1005596.6716000014,2.4746913562426367,208.67-601.77
0.46445,2.495,114.62,131203.03559999997,3.1601779429900168,43.62-185.62
0.46445,2.7425,30.24,13881.382400000019,3.89614016396519,7.15-53.33
0.46445,2.99,6.05,513.8875000000005,3.7469565091893884,1.61-10.49
0.6186,2.0,1879.73,5344082.417099993,1.2298187240868228,1426.63-2332.83
0.6186,2.2475,1190.32,2430111.7376000034,1.3096323394145344,884.78-1495.86
0.6186,2.495,419.09,566584.8818999995,1.7960779985058783,271.56-566.62
0.6186,2.7425,47.02,32588.959600000046,3.839305076639676,11.64-82.4
0.6186,2.99,11.53,1077.3091000000009,2.846694464618155,5.1-17.96
