Time,I, R, S
0.67843061149,562,170,9268
0.67879088777,563,170,9267
0.679934039193,564,170,9266
0.68015733957,565,170,9265
0.680466857577,564,171,9265
0.680494092317,563,172,9265
0.680732237706,564,172,9264
0.681116587409,565,172,9263
0.682837316042,566,172,9262
0.683738075922,565,173,9262
0.683789010398,566,173,9261
0.684401567575,567,173,9260
0.684506060145,568,173,9259
0.685275937976,569,173,9258
0.686769881044,568,174,9258
0.686958964951,569,174,9257
0.687591148633,568,175,9257
0.688137642889,567,176,9257
0.688299867262,566,177,9257
0.688358165407,567,177,9256
0.688539665733,568,177,9255
0.689224703069,567,178,9255
0.689649961335,568,178,9254
0.690484810385,569,178,9253
0.690690464544,570,178,9252
0.690952849807,569,179,9252
0.691207745122,570,179,9251
0.692035061814,571,179,9250
0.693960532068,570,180,9250
0.694089784133,571,180,9249
0.694424578809,570,181,9249
0.69504549522,571,181,9248
0.695805265492,572,181,9247
0.696359329652,573,181,9246
0.697494743361,572,182,9246
0.697615283102,571,183,9246
0.697793575281,570,184,9246
0.698321833371,569,185,9246
0.699168955607,570,185,9245
0.699177824176,569,186,9245
0.699407640081,568,187,9245
0.699660380303,569,187,9244
0.699783131468,568,188,9244
0.699896120799,569,188,9243
0.700302421531,570,188,9242
0.70069875179,571,188,9241
0.700872159829,572,188,9240
0.701158606471,573,188,9239
0.701239718035,572,189,9239
0.702192135299,573,189,9238
0.702633035427,574,189,9237
0.703036090529,573,190,9237
0.703408598354,572,191,9237
0.704021336307,571,192,9237
0.70458958837,572,192,9236
0.704762069895,573,192,9235
0.704778923239,574,192,9234
0.704870688132,575,192,9233
0.705966436271,574,193,9233
0.706087088812,575,193,9232
0.707623731046,574,194,9232
0.707639841516,575,194,9231
0.707740210012,576,194,9230
0.708427140723,577,194,9229
0.708689133424,578,194,9228
0.708914363999,577,195,9228
0.709356105171,576,196,9228
0.709368524536,575,197,9228
0.710052534184,574,198,9228
0.710674010688,575,198,9227
0.710898945946,576,198,9226
0.711148846583,577,198,9225
0.71166567739,576,199,9225
0.711937128337,577,199,9224
0.712109305375,578,199,9223
0.712422793916,579,199,9222
0.712722907698,580,199,9221
0.712769469567,579,200,9221
0.712788239728,578,201,9221
0.713035222141,579,201,9220
0.713846371444,580,201,9219
0.714957677567,581,201,9218
0.715084570226,582,201,9217
0.715173401982,583,201,9216
0.716346684234,584,201,9215
0.716658517646,585,201,9214
0.71678853539,584,202,9214
0.716911469882,585,202,9213
0.717367201021,586,202,9212
0.717560973075,585,203,9212
0.717654820051,586,203,9211
0.718730569722,585,204,9211
0.720174387905,586,204,9210
0.720521050949,587,204,9209
0.720941697085,588,204,9208
0.721034789423,589,204,9207
0.722791134147,590,204,9206
0.723710013377,591,204,9205
0.723735460283,592,204,9204
0.724411291985,593,204,9203
0.72482271395,592,205,9203
0.724935124347,591,206,9203
0.725946037302,592,206,9202
