Beta,Alpha,Average_FinalTime
0.002,2.0,2.3022099201948
0.002,2.2475,2.4672827327505695
0.002,2.495,2.3077352393223487
0.002,2.7425,2.186493175132
0.002,2.99,2.48294127005874
0.15615,2.0,6.40582672141288
0.15615,2.2475,5.5494965482107395
0.15615,2.495,3.397357152308381
0.15615,2.7425,2.9880149944332404
0.15615,2.99,2.59015929503316
0.3103,2.0,7.880956256836681
0.3103,2.2475,7.566820994437381
0.3103,2.495,5.804904834677542
0.3103,2.7425,3.44611682565332
0.3103,2.99,3.4069462877799084
0.46445,2.0,9.26632691530027
0.46445,2.2475,8.55551240174875
0.46445,2.495,8.22331691326542
0.46445,2.7425,5.41472009859171
0.46445,2.99,4.260575831049192
0.6186,2.0,9.376770497266442
0.6186,2.2475,9.433147750506162
0.6186,2.495,9.107234465251498
0.6186,2.7425,6.6357185964446375
0.6186,2.99,4.994324910497429
