Beta,Alpha,Average,Variance,CV,Pred. Interval
0.002,2.0,5.0,0.0,0.0,5.0-5.0
0.002,2.2475,5.0,0.0,0.0,5.0-5.0
0.002,2.495,5.0,0.0,0.0,5.0-5.0
0.002,2.7425,5.0,0.0,0.0,5.0-5.0
0.002,2.99,5.0,0.0,0.0,5.0-5.0
0.15615,2.0,336.09,144601.02189999985,1.131436253709777,261.56-410.62
0.15615,2.2475,94.57,21183.1051,1.5390099280668301,66.04-123.1
0.15615,2.495,11.44,497.5064000000004,1.9497247806121296,7.07-15.81
0.15615,2.7425,6.03,6.789099999999995,0.4321045015399559,5.52-6.54
0.15615,2.99,5.34,1.1844,0.20380176569906802,5.13-5.55
0.3103,2.0,833.31,413528.5739,0.7716958563843811,707.27-959.35
0.3103,2.2475,372.65,123434.82750000014,0.942796000837182,303.79-441.51
0.3103,2.495,68.28,11638.981600000014,1.580025071732667,47.13-89.43
0.3103,2.7425,8.74,114.03240000000005,1.221807255521217,6.65-10.83
0.3103,2.99,7.38,13.91559999999997,0.5054690938668225,6.65-8.11
0.46445,2.0,1479.29,473900.38590000005,0.46536124185642197,1344.36-1614.22
0.46445,2.2475,702.55,231488.90750000003,0.6848380067007593,608.25-796.85
0.46445,2.495,205.64,43495.45039999998,1.0141783166201257,164.76-246.52
0.46445,2.7425,30.98,1969.9196000000002,1.4326590159853394,22.28-39.68
0.46445,2.99,10.59,56.281899999999986,0.7084160873690328,9.12-12.06
0.6186,2.0,1905.64,621140.9103999999,0.4135749319092036,1751.17-2060.11
0.6186,2.2475,1038.02,317509.7596000001,0.542841220455551,927.58-1148.46
0.6186,2.495,385.56,78369.26639999993,0.726074056416262,330.69-440.43
0.6186,2.7425,57.87,6582.353100000005,1.4019647863915454,41.97-73.77
0.6186,2.99,16.54,229.20840000000015,0.91533434790641,13.57-19.51
